FID,geom,mifcode,strecke_nr,richtung,laenge,von_km_i,bis_km_i,von_km_l,bis_km_l,elektrifiz,bahnnutzun,geschwindi,strecke_ku,gleisanzah,bahnart,kmspru_typ,kmspru_t00
2019-01_DB-Netz-MRN_4326.288,"MULTILINESTRING ((8.460034 49.697307, 8.460186 49.697457, 8.461695 49.698966, 8.463204 49.700474, 8.464714 49.701982, 8.466223 49.70349, 8.467733 49.704999, 8.469243 49.706507, 8.470753 49.708015, 8.472263 49.709523, 8.473773 49.711031, 8.475283 49.712539, 8.476794 49.714047, 8.477549 49.714801, 8.479065 49.716307, 8.480576 49.717815, 8.482087 49.719322, 8.483605 49.720827, 8.483979 49.721206, 8.484342 49.721589, 8.484688 49.721979, 8.485016 49.722375, 8.485323 49.722778, 8.485609 49.723187, 8.485874 49.723603, 8.486122 49.724022, 8.48703 49.725721, 8.487953 49.727417, 8.48888 49.729112, 8.489806 49.730807, 8.490734 49.732501, 8.491661 49.734196, 8.492135 49.735041, 8.492579 49.735893, 8.492782 49.736323, 8.492967 49.736756, 8.493129 49.737193, 8.493267 49.737633, 8.493383 49.738077, 8.493476 49.738522, 8.493546 49.738969, 8.493593 49.739418, 8.493618 49.739867, 8.493619 49.740317, 8.493596 49.740766, 8.493551 49.741214, 8.493481 49.741662, 8.493392 49.742107, 8.493169 49.742995, 8.492913 49.743878, 8.492419 49.745648, 8.491926 49.747417, 8.491432 49.749187, 8.490945 49.750957, 8.490451 49.752726, 8.489957 49.754496, 8.489711 49.755381, 8.489257 49.757009, 8.48897 49.758035, 8.488719 49.758919, 8.488584 49.75936, 8.488436 49.759799, 8.488269 49.760236, 8.488082 49.760668, 8.487872 49.761097, 8.487641 49.761521, 8.487388 49.761939, 8.487115 49.762353, 8.486823 49.76276, 8.486517 49.763164, 8.485259 49.764767, 8.48401 49.766373, 8.48276 49.767978, 8.481511 49.769584, 8.480261 49.77119, 8.479012 49.772795, 8.477778 49.774381, 8.476533 49.775988, 8.476235 49.776394, 8.475951 49.776804, 8.475687 49.77722, 8.475444 49.777641, 8.475222 49.778067, 8.47502 49.778497, 8.474841 49.778931, 8.47468 49.779369, 8.474536 49.779808, 8.474475049586383 49.7800152314063))",xka_mrk_830,4010,0,26707,102920080,105600000,"29,2 + 80",56.0 +     0,Oberleitung,Pz/Gz-Bahn,ab 160 bis 200 km/h,Mannheim - Frankfurt Stadion,zweigleisig,Hauptbahn,,Fehll�nge ankommend
2019-01_DB-Netz-MRN_4326.289,"MULTILINESTRING ((8.467234 49.480409, 8.466701 49.480659, 8.466466 49.480764, 8.466421 49.480784, 8.465978 49.480959, 8.465934 49.480983, 8.465555 49.481182, 8.464934 49.481399, 8.464306 49.481583, 8.463659 49.48174, 8.463252 49.481824, 8.46284 49.4819, 8.462586 49.481943, 8.462331 49.481982, 8.460963 49.482106, 8.459606 49.482262, 8.458969 49.482425, 8.458362 49.48264, 8.457812 49.482911, 8.457305 49.483217, 8.456822 49.483538, 8.456377 49.483882, 8.455974 49.484247, 8.45562 49.484632, 8.455348 49.484998))",xka_mrk_830,4011,0,1047,100020000,100120045,"0,2 + 0","1,2 + 45",Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Mannheim - Mannheim-Waldhof,zweigleisig,Hauptbahn,,
2019-01_DB-Netz-MRN_4326.290,"MULTILINESTRING ((8.455348 49.484998, 8.455319 49.485037, 8.455073 49.485456, 8.454888 49.485889, 8.454747 49.486329, 8.454527 49.487217, 8.454363 49.48811, 8.45399 49.489892, 8.453906 49.490338, 8.453844 49.490786, 8.453816 49.491235, 8.453819 49.491684, 8.453861 49.492155, 8.453929 49.492625, 8.454084 49.493473))",xka_mrk_830,4011,0,955,100120045,100220000,"1,2 + 45","2,2 + 0",Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Mannheim - Mannheim-Waldhof,zweigleisig,Hauptbahn,,
2019-01_DB-Netz-MRN_4326.291,"MULTILINESTRING ((8.454084 49.493473, 8.454197 49.494089))",xka_mrk_830,4011,0,69,100220000,100220069,"2,2 + 0","2,2 + 69",Oberleitung,Pz/Gz-Bahn,ab 100 bis 120 km/h,Mannheim - Mannheim-Waldhof,zweigleisig,Hauptbahn,,
2019-01_DB-Netz-MRN_4326.292,"MULTILINESTRING ((8.454197 49.494089, 8.454248 49.494366, 8.454416 49.495259, 8.454512 49.495704, 8.454624 49.496147, 8.454759 49.496588, 8.454917 49.497026, 8.4551 49.497459, 8.455306 49.497888, 8.455536 49.498312, 8.455784 49.498732, 8.456312 49.499562, 8.456868 49.500386, 8.457143 49.500798, 8.457429 49.501207, 8.45773 49.501612, 8.458048 49.50201, 8.458391 49.502401, 8.458749 49.502785, 8.459466 49.5035, 8.460206 49.504206, 8.461063 49.505022, 8.461464 49.505388, 8.461876 49.505749, 8.462303 49.506102, 8.462742 49.506449, 8.463652 49.507125, 8.464585 49.507788, 8.466451 49.509114, 8.468316 49.51044, 8.470181 49.511766, 8.472047 49.513092, 8.473912 49.514418, 8.475778 49.515744, 8.476716 49.516404, 8.477627 49.517079, 8.478066 49.517426, 8.478489 49.517782, 8.478892 49.518147, 8.479277 49.51852, 8.479642 49.518901, 8.479988 49.519291, 8.480314 49.519687, 8.480619 49.52009, 8.480904 49.5205, 8.481168 49.520915, 8.48141 49.521336, 8.481631 49.521762, 8.48183 49.522192, 8.482007 49.522627, 8.482162 49.523065, 8.482294 49.523506, 8.482404 49.52395, 8.482491 49.524396, 8.482556 49.524844, 8.482598 49.525292, 8.482616 49.525742, 8.482616 49.52619, 8.482585 49.52701))",xka_mrk_830,4011,0,4321,100220069,100650090,"2,2 + 69",6.5 +    90,Oberleitung,Pz/Gz-Bahn,ab 120 bis 160 km/h,Mannheim - Mannheim-Waldhof,zweigleisig,Hauptbahn,,Fehll�nge ankommend
2019-01_DB-Netz-MRN_4326.293,"MULTILINESTRING ((8.482585 49.52701, 8.482585 49.527014))",xka_mrk_830,4011,0,0,100650090,100960000,6.5 +    90,9.6 +     0,Oberleitung,Pz/Gz-Bahn,ab 120 bis 160 km/h,Mannheim - Mannheim-Waldhof,zweigleisig,Hauptbahn,Fehll�nge ankommend,Fehll�nge abgehend
2019-01_DB-Netz-MRN_4326.294,"MULTILINESTRING ((8.482585 49.527014, 8.482551 49.527913))",xka_mrk_830,4011,0,100,100960000,100970000,9.6 +     0,"9,7 + 0",Oberleitung,Pz/Gz-Bahn,ab 120 bis 160 km/h,Mannheim - Mannheim-Waldhof,zweigleisig,Hauptbahn,Fehll�nge abgehend,
2019-01_DB-Netz-MRN_4326.295,"MULTILINESTRING ((8.482551 49.527913, 8.482539 49.528237))",xka_mrk_830,4011,0,36,100970000,100970036,"9,7 + 0","9,7 + 36",Oberleitung,Pz/Gz-Bahn,ab 120 bis 160 km/h,Mannheim - Mannheim-Waldhof,zweigleisig,Hauptbahn,,
2019-01_DB-Netz-MRN_4326.296,"MULTILINESTRING ((8.482539 49.528237, 8.482485 49.529708, 8.482448 49.530599, 8.482413 49.532394, 8.482369 49.535093, 8.482307 49.539597, 8.482315 49.540497, 8.482337 49.542174, 8.482339 49.545896, 8.482287 49.549111))",xka_mrk_830,4011,0,2322,100970036,101200058,"9,7 + 36","12,0 + 58",Oberleitung,Pz/Gz-Bahn,ab 160 bis 200 km/h,Mannheim - Mannheim-Waldhof,zweigleisig,Hauptbahn,,
2019-01_DB-Netz-MRN_4326.297,"MULTILINESTRING ((8.482287 49.549111, 8.482259 49.550837))",xka_mrk_830,4011,0,192,101200058,101220050,"12,0 + 58","12,2 + 50",Oberleitung,Pz/Gz-Bahn,ab 160 bis 200 km/h,Mannheim - Mannheim-Waldhof,eingleisig,Hauptbahn,,
2019-01_DB-Netz-MRN_4326.298,"MULTILINESTRING ((8.457937 49.481621, 8.458426 49.481817, 8.458677 49.481897, 8.458968 49.481968, 8.459243 49.482018, 8.459592 49.482057, 8.460262 49.482077, 8.460711 49.482054, 8.460718 49.482053))",xka_mrk_830,4020,0,214,99909974,99929988,"-0,9 + -25","-0,7 + -11",Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Mannheim - Rastatt,zweigleisig,Hauptbahn,,
2019-01_DB-Netz-MRN_4326.299,"MULTILINESTRING ((8.460718 49.482053, 8.461168 49.482017, 8.461545 49.481977, 8.462137 49.481895, 8.462787 49.481792, 8.463115 49.48173, 8.463597 49.481637))",xka_mrk_830,4020,0,214,99929988,99959902,"-0,7 + -11","-0,4 + -97",Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Mannheim - Rastatt,eingleisig,Hauptbahn,,
2019-01_DB-Netz-MRN_4326.300,"MULTILINESTRING ((8.463597 49.481637, 8.463608 49.481635, 8.464183 49.481493, 8.464847 49.481313, 8.46543 49.481155, 8.465713 49.481057, 8.465934 49.480983, 8.465978 49.480959, 8.466154 49.480863, 8.466415 49.480715, 8.466823 49.480436, 8.467031 49.480252, 8.467197 49.480103, 8.467661 49.479804, 8.467962 49.479629, 8.469113 49.479026, 8.470199 49.478471, 8.471307 49.477936, 8.471876 49.477681, 8.472462 49.477445, 8.473701 49.47705, 8.4743 49.476828, 8.474886 49.47659, 8.475457 49.476338, 8.476017 49.476076, 8.478211 49.474986, 8.479308 49.47444, 8.479855 49.474166, 8.480385 49.473879, 8.480876 49.473564, 8.481343 49.473233, 8.481787 49.472889, 8.482239 49.472549, 8.482736 49.472238, 8.482799 49.472203))",xka_mrk_830,4020,0,1753,99959902,100120056,"-0,4 + -97","1,2 + 56",Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Mannheim - Rastatt,zweigleisig,Hauptbahn,,
2019-01_DB-Netz-MRN_4326.301,"MULTILINESTRING ((8.482799 49.472203, 8.483259 49.471945, 8.483853 49.471646, 8.484459 49.471355, 8.485462 49.470863, 8.486013 49.470591, 8.486541 49.470303, 8.487024 49.469982, 8.48746 49.469635, 8.487845 49.469262, 8.488177 49.468868, 8.488451 49.468455, 8.488685 49.468033, 8.489121 49.46718, 8.489202 49.467007))",xka_mrk_830,4020,0,764,100120056,100200020,"1,2 + 56","2,0 + 20",Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Mannheim - Rastatt,zweigleisig,Hauptbahn,,
2019-01_DB-Netz-MRN_4326.302,"MULTILINESTRING ((8.489202 49.467007, 8.48952 49.466319, 8.490354 49.464605, 8.491188 49.462891, 8.492023 49.461177, 8.492857 49.459463, 8.493691 49.457748, 8.494525 49.456034, 8.494942 49.455177, 8.495155 49.45475, 8.49538 49.454325, 8.495624 49.453904, 8.495889 49.45349, 8.496182 49.453082, 8.496496 49.452682, 8.496833 49.45229, 8.497184 49.451903, 8.49802 49.451024, 8.499387 49.44962, 8.499774 49.449248, 8.500176 49.448883, 8.500598 49.448527, 8.50104 49.448182, 8.501503 49.447849, 8.501983 49.447527, 8.502479 49.447215, 8.502986 49.44691, 8.505051 49.445718, 8.506082 49.445126))",xka_mrk_830,4020,0,2780,100200020,100480000,"2,0 + 20",4.8 +     0,Oberleitung,Pz/Gz-Bahn,ab 120 bis 160 km/h,Mannheim - Rastatt,zweigleisig,Hauptbahn,,Fehll�nge ankommend
2019-01_DB-Netz-MRN_4326.303,"MULTILINESTRING ((8.506082 49.445126, 8.506092 49.44512))",xka_mrk_830,4020,0,0,100480000,100480019,4.8 +     0,4.8 +    19,Oberleitung,Pz/Gz-Bahn,ab 120 bis 160 km/h,Mannheim - Rastatt,zweigleisig,Hauptbahn,Fehll�nge ankommend,Fehll�nge abgehend
2019-01_DB-Netz-MRN_4326.304,"MULTILINESTRING ((8.506092 49.44512, 8.506925 49.444641, 8.508994 49.443452, 8.511062 49.442263, 8.513131 49.441074, 8.514152 49.44047, 8.515143 49.439845, 8.516102 49.439198, 8.517027 49.438532, 8.517917 49.437845, 8.519651 49.436447, 8.521383 49.435048, 8.523114 49.433648, 8.524846 49.432249, 8.526578 49.43085, 8.52831 49.429451, 8.530042 49.428051, 8.531775 49.426653, 8.533508 49.425254, 8.534997 49.424051, 8.536105 49.423155, 8.537837 49.421756, 8.539568 49.420357, 8.541299 49.418957, 8.54303 49.417558, 8.544492 49.416375, 8.545626 49.415459, 8.547356 49.414059, 8.549086 49.412659, 8.550816 49.411259, 8.552547 49.40986, 8.554277 49.40846, 8.556008 49.40706, 8.557738 49.405661, 8.559469 49.404262, 8.561199 49.402862, 8.562696 49.401652, 8.563795 49.400763, 8.565526 49.399364, 8.567256 49.397965, 8.568987 49.396565, 8.570717 49.395166, 8.572447 49.393766, 8.573255 49.393113))",xka_mrk_830,4020,0,7577,100480019,101230096,4.8 +    19,"12,3 + 96",Oberleitung,Pz/Gz-Bahn,ab 120 bis 160 km/h,Mannheim - Rastatt,zweigleisig,Hauptbahn,Fehll�nge abgehend,
2019-01_DB-Netz-MRN_4326.305,"MULTILINESTRING ((8.573255 49.393113, 8.574147 49.392391, 8.574575 49.392039, 8.574985 49.391677, 8.575364 49.391302, 8.575713 49.390915, 8.576027 49.390515, 8.576305 49.390104, 8.576547 49.389683, 8.576752 49.389254, 8.576921 49.388818, 8.577065 49.388378, 8.577595 49.386614, 8.578127 49.384849, 8.57856 49.383411, 8.578929 49.382203, 8.579378 49.380816, 8.579502 49.380444, 8.579789 49.379565, 8.57979 49.379561))",xka_mrk_830,4020,0,1601,101230096,101400000,"12,3 + 96","14,0 + 0",Oberleitung,Pz/Gz-Bahn,ab 120 bis 160 km/h,Mannheim - Rastatt,zweigleisig,Hauptbahn,,
2019-01_DB-Netz-MRN_4326.306,"MULTILINESTRING ((8.57979 49.379561, 8.580033 49.37868, 8.580132 49.378235, 8.580201 49.377788, 8.580223 49.377339, 8.580211 49.376889, 8.580169 49.37644, 8.580121 49.376127, 8.580097 49.375993, 8.579998 49.375548, 8.579869 49.375107, 8.579713 49.374669, 8.579524 49.374237, 8.579374 49.373947, 8.579207 49.373662, 8.579123 49.373529, 8.579035 49.373397, 8.577832 49.371779, 8.577227 49.370977))",xka_mrk_830,4020,0,1000,101400000,101500000,"14,0 + 0","15,0 + 0",Oberleitung,Pz/Gz-Bahn,ab 100 bis 120 km/h,Mannheim - Rastatt,zweigleisig,Hauptbahn,,
2019-01_DB-Netz-MRN_4326.307,"MULTILINESTRING ((8.577227 49.370977, 8.576615 49.370166, 8.57542 49.368582, 8.574203 49.366969, 8.572987 49.365356, 8.57177 49.363743, 8.570553 49.36213, 8.569337 49.360517, 8.56812 49.358904, 8.566903 49.35729, 8.565687 49.355677, 8.565076 49.354864, 8.56447 49.354064, 8.563254 49.352451, 8.562038 49.350838, 8.560822 49.349224, 8.559605 49.347611, 8.558389 49.345998, 8.557173 49.344385, 8.555957 49.342771, 8.554742 49.341158, 8.553526 49.339545, 8.552311 49.337931, 8.551706 49.337124, 8.551074 49.336325, 8.550741 49.335932, 8.550395 49.335543, 8.550033 49.335161, 8.549656 49.334785, 8.549264 49.334415, 8.548861 49.334051, 8.54717 49.332632, 8.546322 49.331924, 8.54591 49.331565, 8.54551 49.331199, 8.545128 49.330825, 8.544765 49.330443, 8.54442 49.330054, 8.544094 49.329658, 8.543787 49.329256, 8.543498 49.328848, 8.543228 49.328435, 8.54297 49.328018, 8.541987 49.326338, 8.541011 49.324657, 8.540034 49.322976, 8.539554 49.322133, 8.539112 49.321282, 8.538289 49.319566, 8.5379 49.318704, 8.537532 49.317837, 8.537188 49.316966, 8.536872 49.316091, 8.536597 49.315211, 8.536106 49.313441, 8.535618 49.311671, 8.535505 49.311228, 8.535397 49.310784, 8.535038 49.309001, 8.534686 49.307218, 8.534334 49.305434, 8.533982 49.303651, 8.533623 49.301868, 8.533422 49.300978, 8.533205 49.30009, 8.532971 49.299204, 8.532716 49.298321, 8.532438 49.29744, 8.532137 49.296563, 8.531814 49.295689, 8.531468 49.294819, 8.5311 49.293953, 8.530709 49.293091, 8.530441 49.292528, 8.530164 49.291968, 8.529413 49.29053, 8.528513 49.288831, 8.527617 49.287131, 8.527406 49.286703, 8.52721 49.286272, 8.527035 49.285837, 8.52688 49.285399, 8.526747 49.284958, 8.526635 49.284515, 8.526544 49.284069, 8.526474 49.283622, 8.526426 49.283173, 8.526399 49.282724, 8.52639 49.282275, 8.526396 49.281825, 8.526421 49.280923))",xka_mrk_830,4020,0,10796,101500000,102580000,"15,0 + 0",25.8 +     0,Oberleitung,Pz/Gz-Bahn,ab 120 bis 160 km/h,Mannheim - Rastatt,zweigleisig,Hauptbahn,,�berl�ngenanfang
2019-01_DB-Netz-MRN_4326.308,"MULTILINESTRING ((8.526421 49.280923, 8.526439 49.279649))",xka_mrk_830,4020,0,133,102580000,102590000,25.8 +     0,25.9 +     0,Oberleitung,Pz/Gz-Bahn,ab 120 bis 160 km/h,Mannheim - Rastatt,zweigleisig,Hauptbahn,�berl�ngenanfang,�berl�ngenende
2019-01_DB-Netz-MRN_4326.309,"MULTILINESTRING ((8.526439 49.279649, 8.526469 49.278406, 8.526638 49.273434, 8.526844 49.266242, 8.526853 49.265792, 8.52684 49.265343, 8.526804 49.264894, 8.52674 49.264446, 8.526644 49.264001, 8.52652 49.263559, 8.526368 49.263121, 8.526188 49.262687, 8.525987 49.26228, 8.525753 49.261857, 8.525485 49.26142, 8.523727 49.259434, 8.522497 49.258422, 8.522019 49.258099, 8.521521 49.257789, 8.52101 49.257489, 8.51894 49.256306, 8.516869 49.255125, 8.514798 49.253943, 8.513763 49.253352, 8.511361 49.251751, 8.510942 49.251394, 8.510546 49.251027, 8.510174 49.250649, 8.509824 49.250262, 8.509491 49.249869, 8.50917 49.249472, 8.508861 49.24907, 8.50774 49.247429, 8.506422 49.244875, 8.506204 49.244199, 8.505845 49.243057, 8.504855 49.238672, 8.504518 49.236888, 8.504365 49.236052))",xka_mrk_830,4020,0,5394,102590000,103120094,25.9 +     0,31.2 +    94,Oberleitung,Pz/Gz-Bahn,ab 120 bis 160 km/h,Mannheim - Rastatt,zweigleisig,Hauptbahn,�berl�ngenende,Fehll�nge ankommend
2019-01_DB-Netz-MRN_4326.310,"MULTILINESTRING ((8.504365 49.236052, 8.504365 49.236048))",xka_mrk_830,4020,0,0,103120094,103130025,31.2 +    94,31.3 +    25,Oberleitung,Pz/Gz-Bahn,ab 120 bis 160 km/h,Mannheim - Rastatt,zweigleisig,Hauptbahn,Fehll�nge ankommend,Fehll�nge abgehend
2019-01_DB-Netz-MRN_4326.311,"MULTILINESTRING ((8.504365 49.236048, 8.504071 49.234487, 8.503737 49.232702, 8.503403 49.230917, 8.503170537605373 49.22967534457481))",xka_mrk_830,4020,0,2373,103130025,103360098,31.3 +    25,"33,6 + 98",Oberleitung,Pz/Gz-Bahn,ab 120 bis 160 km/h,Mannheim - Rastatt,zweigleisig,Hauptbahn,Fehll�nge abgehend,
2019-01_DB-Netz-MRN_4326.313,"MULTILINESTRING ((8.49802 49.451024, 8.497702 49.451442, 8.49701 49.45222, 8.496669 49.45261, 8.496344 49.453007, 8.49605 49.453413, 8.495781 49.453827, 8.495331 49.454681, 8.494929 49.455546, 8.49451 49.456403, 8.494267 49.456824, 8.494042 49.457248, 8.493875 49.457685, 8.493767 49.458129, 8.493724 49.458578, 8.493759 49.459025, 8.493884 49.459467, 8.49409 49.459897, 8.49436 49.46031, 8.494702 49.4607, 8.495112 49.461061, 8.495585 49.461388, 8.496118 49.461672, 8.496687 49.461926, 8.497267 49.46217, 8.497868 49.462391, 8.498488 49.462589, 8.499136 49.462734, 8.499818 49.462801, 8.500507 49.46279, 8.50118 49.462702, 8.501824 49.462555))",xka_mrk_830,4021,0,1752,99949947,100120000,"-0,5 + -52","1,2 + 0",Oberleitung,Gz-Bahn,ab 50 bis 100 km/h,Mannheim-Neckarau - Mannh. Rbf,eingleisig,Hauptbahn,,
